5/30/2025,VISA CIRCLE K 09852 AURORA CO ON 05-30 8221,VISA,-47.88
5/30/2025,INS PREM ARTISAN & TRUCK,EFT,-1143.37
6/2/2025,10965 Logistic Transit,EFT,80
6/2/2025,MOBILE DEPOSIT,DEPOSIT,90
6/2/2025,MOBILE DEPOSIT,DEPOSIT,100
6/2/2025,MOBILE DEPOSIT,DEPOSIT,100
6/2/2025,MOBILE DEPOSIT,DEPOSIT,115
6/2/2025,MOBILE DEPOSIT,DEPOSIT,200
6/2/2025,MOBILE DEPOSIT,DEPOSIT,200
6/2/2025,MOBILE DEPOSIT,DEPOSIT,300
6/2/2025,MOBILE DEPOSIT,DEPOSIT,390
6/2/2025,EDI PYMNTS MANHEIM US,EFT,425
6/2/2025,MOBILE DEPOSIT,DEPOSIT,460
6/2/2025,ZELLE PAYMENT TO STEVEN MARTIN,TRANSFER,-578.51
6/2/2025,VISA SHELL OIL 57443772900 AURORA CO ON 05-29 8221,VISA,-40.33
6/2/2025,VISA SHELL OIL 57443772900 AURORA CO ON 05-30 8221,VISA,-44.67
6/2/2025,VISA MY SUPER DISPATCH LLC 8169747002 KS ON 06-02 9160,VISA,-200
6/2/2025,VISA O'REILLY 2859 AURORA CO ON 06-02 8221,VISA,-116.48
6/2/2025,VISA O'REILLY 2859 AURORA CO ON 06-02 8221,VISA,-41.11
6/3/2025,Ach transf S PROVISIONS LLC,EFT,2771.78
6/3/2025,VISA RV VAULT AURORA 720-9032619 CO ON 06-01 8221,VISA,-224.4
6/4/2025,250603267 ANEW TRANSPORT L,EFT,250
6/4/2025,VISA EJCPERFORMA 3039935708 CO ON 06-03 9160,VISA,1287.53
6/4/2025,VISA O'REILLY 2859 AURORA CO ON 06-03 9160,VISA,-217.02
6/5/2025,"VISA RMT EQUIPMENT LEASING, 303-524-3820 CO ON 06-04 9160",VISA,-564.41
6/5/2025,VISA SHELL SERVICE STATION AURORA CO ON 06-05 8221,VISA,-68.42
6/6/2025,EDI PYMNTS MANHEIM US,EFT,143.19
6/6/2025,ZELLE PAYMENT TO RICHARD WHITE,TRANSFER,-1803.75
6/6/2025,ACTIVITY CHARGE,FEE,-4
6/9/2025,11234 Logistic Transit,EFT,80
6/9/2025,EDI PYMNTS MANHEIM US,EFT,400
6/9/2025,Ach transf S PROVISIONS LLC,EFT,1099.11
6/9/2025,ZELLE PAYMENT TO STEVEN MARTIN,TRANSFER,-757.6
6/9/2025,INTERNET TRANSFER #749488 TO CHECKING XXX-XXX-9847,TRANSFER,-7355
6/9/2025,VISA SHELL OIL 57443772900 AURORA CO ON 06-06 8221,VISA,-56.47
6/9/2025,VISA E 470 EXPRESS TOLLS 303-5373470 CO ON 06-07 9160,VISA,-29.4
6/10/2025,EDI PYMNTS MANHEIM US,EFT,240
6/11/2025,EDI PYMNTS MANHEIM US,EFT,81.81
6/11/2025,VISA SHELL OIL 57443772900 AURORA CO ON 06-09 8221,VISA,-64.76
6/12/2025,EDI PYMNTS MANHEIM US,EFT,560
6/12/2025,VISA SHELL OIL 57443772900 AURORA CO ON 06-10 8221,VISA,-130.04
6/12/2025,VISA E 470 EXPRESS TOLLS 303-5373470 CO ON 06-11 9160,VISA,-34.7
6/13/2025,11251 Logistic Transit,EFT,80
6/13/2025,11336 Logistic Transit,EFT,80
6/13/2025,EDI PYMNTS MANHEIM US,EFT,240
6/16/2025,EDI PYMNTS MANHEIM US,EFT,80
6/16/2025,ZELLE PAYMENT TO STEVEN MARTIN,TRANSFER,-1183.51
6/16/2025,VISA SHELL OIL 57443772900 AURORA CO ON 06-12 8221,VISA,-39.82
6/16/2025,VISA SHELL OIL 57443772900 AURORA CO ON 06-13 8221,VISA,-29.32
6/16/2025,VISA E 470 EXPRESS TOLLS 303-5373470 CO ON 06-13 9160,VISA,-33.9
6/17/2025,VISA DRIVER'S CHOICE DENVER CO ON 06-16 8221,VISA,-90
6/18/2025,TriumphPay TriumphPay CR,EFT,98
6/18/2025,EDI PYMNTS MANHEIM US,EFT,225
6/18/2025,Ach transf S PROVISIONS LLC,EFT,5100.94
6/18/2025,VISA SHELL OIL 57443772900 AURORA CO ON 06-16 8221,VISA,-130.05
6/18/2025,VISA E 470 EXPRESS TOLLS 303-5373470 CO ON 06-17 9160,VISA,-33.9
6/20/2025,11398 Logistic Transit,EFT,240
6/23/2025,EDI PYMNTS MANHEIM US,EFT,330
6/23/2025,ZELLE PAYMENT TO STEVEN MARTIN,TRANSFER,-1141.72
6/23/2025,ZELLE PAYMENT TO RICHARD WHITE,TRANSFER,-2000
6/23/2025,VISA SHELL OIL 57443772900 AURORA CO ON 06-19 8221,VISA,-100
6/23/2025,VISA E 470 EXPRESS TOLLS 303-5373470 CO ON 06-20 9160,VISA,-25.2
6/23/2025,VISA Walmart.com Bentonville AR ON 06-21 9160,VISA,-29
6/24/2025,A CARVANA,EFT,147
6/24/2025,EDI PYMNTS MANHEIM US,EFT,300
6/24/2025,Ach transf S PROVISIONS LLC,EFT,4025
6/25/2025,11481 Logistic Transit,EFT,160
6/25/2025,EDI PYMNTS MANHEIM US,EFT,260
6/25/2025,VISA SHELL OIL 57443772900 AURORA CO ON 06-23 8221,VISA,-71.35
6/25/2025,VISA E 470 EXPRESS TOLLS 303-5373470 CO ON 06-24 9160,VISA,-40.1
6/26/2025,EDI PYMNTS MANHEIM US,EFT,420
6/26/2025,VISA SHELL OIL 57443772900 AURORA CO ON 06-24 8221,VISA,-74.64
6/26/2025,VISA CASH APP*S PROVISIONS Oakland CA ON 06-25 9160,VISA,-175
6/27/2025,Ach transf S PROVISIONS LLC,EFT,1803.78
6/27/2025,Ach transf S PROVISIONS LLC,EFT,2651
6/27/2025,VISA SHELL OIL 57443772900 AURORA CO ON 06-25 8221,VISA,-73.69
6/30/2025,11614 Logistic Transit,EFT,240
6/30/2025,11614D Logistic Transit,EFT,240
6/30/2025,ZELLE PAYMENT TO STEVEN MARTIN,TRANSFER,-1332.49
6/30/2025,VISA SHELL OIL 57443772900 AURORA CO ON 06-26 8221,VISA,-49.51
6/30/2025,VISA SHELL OIL 57443772900 AURORA CO ON 06-27 8221,VISA,-47.67
6/30/2025,VISA CASH APP*S PROVISIONS Oakland CA ON 06-27 9160,VISA,-600
6/30/2025,VISA E 470 EXPRESS TOLLS 303-5373470 CO ON 06-27 9160,VISA,-36.4
6/30/2025,VISA CENTRALDISPATCH.COM 858-259-6084 NY ON 06-29 9160,VISA,-139.95
7/1/2025,EDI PYMNTS MANHEIM US,EFT,393.05
7/1/2025,INS PREM ARTISAN & TRUCK,EFT,-1939.18
7/2/2025,EDI PYMNTS MANHEIM US,EFT,80
7/2/2025,Ach transf S PROVISIONS LLC,EFT,3461.07
7/2/2025,VISA SHELL OIL 57443772900 AURORA CO ON 06-30 8221,VISA,-73.5
7/2/2025,VISA E 470 EXPRESS TOLLS 303-5373470 CO ON 07-01 9160,VISA,-33.9
7/2/2025,VISA MY SUPER DISPATCH LLC 8169747002 KS ON 07-01 9160,VISA,-200
7/3/2025,11716 Logistic Transit,EFT,80
7/3/2025,EF-66048 Expedited Freigh,EFT,150
7/3/2025,EDI PYMNTS MANHEIM US,EFT,260
7/3/2025,VISA SHELL OIL 57443772900 AURORA CO ON 07-01 8221,VISA,-79.73
7/3/2025,VISA RV VAULT AURORA 720-9032619 CO ON 07-01 8221,VISA,-224.4
7/3/2025,VISA O'REILLY 2859 AURORA CO ON 07-03 8221,VISA,-63.67
7/3/2025,VISA O'REILLY 3784 AURORA CO ON 07-03 8221,VISA,-36.7
7/7/2025,EDI PYMNTS MANHEIM US,EFT,333.59
7/7/2025,VISA O'REILLY 3784 AURORA CO ON 07-06 9160,VISA,57.23
7/7/2025,CHECK # 31789,31789,-800
7/7/2025,ZELLE PAYMENT TO STEVEN MARTIN,TRANSFER,-1640.82
7/7/2025,VISA SHELL OIL 57443772900 AURORA CO ON 07-02 8221,VISA,-111.52
7/7/2025,VISA E 470 EXPRESS TOLLS 303-5373470 CO ON 07-05 9160,VISA,-34.7
7/8/2025,EDI PYMNTS MANHEIM US,EFT,50
7/9/2025,EDI PYMNTS MANHEIM US,EFT,300
7/9/2025,INTERNET TRANSFER #318710 TO CHECKING XXX-XXX-9847,TRANSFER,-7000
7/9/2025,VISA SHELL OIL 57443772900 AURORA CO ON 07-07 8221,VISA,-71.63
7/9/2025,VISA CASH APP*S PROVISIONS Oakland CA ON 07-08 9160,VISA,-200
7/10/2025,SENDER CIERTA CORPORATI,EFT,950
7/10/2025,Ach transf S PROVISIONS LLC,EFT,4064.7
7/10/2025,ZELLE PAYMENT TO RICHARD WHITE,TRANSFER,-1491.96
7/10/2025,VISA SHELL OIL 57443772900 AURORA CO ON 07-08 8221,VISA,-47.7
7/10/2025,VISA E 470 EXPRESS TOLLS 303-5373470 CO ON 07-08 9160,VISA,-25.2
7/10/2025,ACTIVITY CHARGE,FEE,-4
7/11/2025,VISA SHELL OIL 57443772900 AURORA CO ON 07-09 8221,VISA,-81.44
7/11/2025,VISA AINSWORTH TRAILER REPAI DENVER CO ON 07-10 8221,VISA,-3578.18
7/14/2025,ZELLE PAYMENT TO RICHARD WHITE,TRANSFER,-350
7/14/2025,ZELLE PAYMENT TO RICHARD WHITE,TRANSFER,-600
7/14/2025,VISA E 470 EXPRESS TOLLS 303-5373470 CO ON 07-11 9160,VISA,-26.6
7/14/2025,VISA SHELL OIL 57443772900 AURORA CO ON 07-11 8221,VISA,-100
7/14/2025,VISA SHELL OIL 57443772900 AURORA CO ON 07-12 8221,VISA,-40.94
7/15/2025,0-NBA27494 Expedited Freigh,EFT,125
7/15/2025,EDI PYMNTS MANHEIM US,EFT,825
7/16/2025,EDI PYMNTS MANHEIM US,EFT,240
7/16/2025,A CARVANA,EFT,323.4
7/16/2025,Ach transf S PROVISIONS LLC,EFT,4840.62
7/16/2025,ZELLE PAYMENT TO RICHARD WHITE,TRANSFER,-414.75
7/16/2025,VISA SHELL OIL 57443772900 AURORA CO ON 07-14 8221,VISA,-72.53
7/16/2025,VISA O'REILLY 3784 AURORA CO ON 07-16 8221,VISA,-101.46
7/17/2025,EDI PYMNTS MANHEIM US,EFT,100
7/17/2025,12001 Logistic Transit,EFT,160
7/17/2025,MOBILE DEPOSIT,DEPOSIT,265
7/17/2025,VISA SHELL OIL 57443772900 AURORA CO ON 07-15 8221,VISA,-130
7/17/2025,VISA E 470 EXPRESS TOLLS 303-5373470 CO ON 07-16 9160,VISA,-28.35
7/18/2025,EDI PYMNTS MANHEIM US,EFT,350
7/18/2025,ZELLE PAYMENT TO RICHARD WHITE,TRANSFER,-250
7/21/2025,Ach transf S PROVISIONS LLC,EFT,2863.63
7/21/2025,ZELLE PAYMENT TO STEVEN MARTIN,TRANSFER,-745.92
7/21/2025,VISA SHELL OIL 57443772900 AURORA CO ON 07-17 8221,VISA,-69.93
7/21/2025,VISA E 470 EXPRESS TOLLS 303-5373470 CO ON 07-17 9160,VISA,-35.15
7/21/2025,VISA SHELL OIL 57443772900 AURORA CO ON 07-18 8221,VISA,-71.19
7/21/2025,VISA DISCOUNT-TIRE-CO 17200 E CENTENNIAL CO ON 07-21 8221,VISA,-229.81
7/21/2025,VISA WM SUPERCENTER # AURORA CO ON 07-21 8221,VISA,-105.49
7/22/2025,A FREIGHT TEC,EFT,175
7/22/2025,VISA E 470 EXPRESS TOLLS 303-5373470 CO ON 07-21 9160,VISA,-31.15
7/23/2025,A CARVANA,EFT,107.8
7/23/2025,A CARVANA,EFT,129.36
7/23/2025,12098 Logistic Transit,EFT,160
7/23/2025,403954 Corsia Logistics,EFT,300
7/24/2025,A CARVANA,EFT,73.5
7/24/2025,A CARVANA,EFT,117.6
7/24/2025,A CARVANA,EFT,220.5
7/24/2025,EDI PYMNTS MANHEIM US,EFT,240
7/24/2025,MOBILE DEPOSIT,DEPOSIT,560
7/24/2025,ZELLE PAYMENT TO RICHARD WHITE,TRANSFER,-800
7/24/2025,VISA SHELL OIL 57443772900 AURORA CO ON 07-22 8221,VISA,-67.47
7/24/2025,VISA CASH APP*RICO Oakland CA ON 07-23 9160,VISA,-150
7/25/2025,A CARVANA,EFT,78.4
7/25/2025,12152 Logistic Transit,EFT,240
7/25/2025,VISA SHELL OIL 57443772900 AURORA CO ON 07-23 8221,VISA,-85.93
7/28/2025,EDI PYMNTS MANHEIM US,EFT,790
7/28/2025,Ach transf S PROVISIONS LLC,EFT,5239.42
7/28/2025,ZELLE PAYMENT TO RICHARD WHITE,TRANSFER,-497.32
7/28/2025,ZELLE PAYMENT TO RICHARD WHITE,TRANSFER,-1249.34
7/28/2025,ZELLE PAYMENT TO STEVEN MARTIN,TRANSFER,-1529.13
7/28/2025,VISA SHELL OIL 57443772900 AURORA CO ON 07-24 8221,VISA,-62.6
7/28/2025,VISA E 470 EXPRESS TOLLS 303-5373470 CO ON 07-25 9160,VISA,-32.4
7/28/2025,VISA SHELL OIL 57443772900 AURORA CO ON 07-25 8221,VISA,-69.64
7/28/2025,VISA CASH APP*RICO Oakland CA ON 07-25 9160,VISA,-150
7/29/2025,INTERNET TRANSFER #891589 TO CHECKING XXX-XXX-2425 [7.25.25-7.26.25],TRANSFER,-928.45
7/30/2025,INTERNET TRANSFER #975483 TO CHECKING XXX-XXX-9847 [PAY],TRANSFER,-10045.52
7/30/2025,VISA SHELL OIL 57443772900 AURORA CO ON 07-28 8221,VISA,-55.44
7/30/2025,VISA CENTRALDISPATCH.COM 858-259-6084 NY ON 07-29 9160,VISA,-139.95
7/31/2025,EF-68703 Expedited Freigh,EFT,80
7/31/2025,EF-68984 Expedited Freigh,EFT,80
7/31/2025,EF-68786 Expedited Freigh,EFT,80
7/31/2025,EF-67783D Expedited Freigh,EFT,125
7/31/2025,EDI PYMNTS MANHEIM US,EFT,200
7/31/2025,EF-67522 Expedited Freigh,EFT,375
7/31/2025,Ach transf S PROVISIONS LLC,EFT,4791.94
7/31/2025,VISA SHELL OIL 57443772900 AURORA CO ON 07-29 8221,VISA,-75.53
7/31/2025,VISA E 470 EXPRESS TOLLS 303-5373470 CO ON 07-30 9160,VISA,-38.6
7/31/2025,VISA DISCOUNT TIRE CO 3601 TOW AURORA CO ON 07-31 8221,VISA,-186.95
8/1/2025,EDI PYMNTS MANHEIM US,EFT,300
8/1/2025,EF-67522D Expedited Freigh,EFT,300
8/1/2025,VISA SHELL OIL 57443772900 AURORA CO ON 07-30 8221,VISA,-48.82
8/4/2025,EDI PYMNTS MANHEIM US,EFT,80
8/4/2025,ZELLE PAYMENT TO RICHARD WHITE,TRANSFER,-1503.21
8/4/2025,ZELLE PAYMENT TO STEVEN MARTIN,TRANSFER,-1566.42
8/4/2025,INTERNET TRANSFER #303074 TO CHECKING XXX-XXX-2425 [LITTLE RICH 7.28.25-8.1.25 PAY],TRANSFER,-1738.4
8/4/2025,VISA SHELL OIL 57443772900 AURORA CO ON 07-31 8221,VISA,-71.99
8/4/2025,VISA RV VAULT AURORA 720-9032619 CO ON 08-01 8221,VISA,-224.4
8/4/2025,VISA SHELL OIL 57443772900 AURORA CO ON 08-01 8221,VISA,-81.14
8/4/2025,VISA E 470 EXPRESS TOLLS 303-5373470 CO ON 08-01 9160,VISA,-30.75
8/4/2025,VISA MY SUPER DISPATCH LLC 8169747002 KS ON 08-01 9160,VISA,-200
8/4/2025,VISA KING SOOPERS # 0 19853 E. CENTENNIAL CO ON 08-02 8221,VISA,-91.66
8/5/2025,EF-69285 Expedited Freigh,EFT,80
8/5/2025,A CARVANA,EFT,117.6
8/5/2025,A CARVANA,EFT,129.36
8/5/2025,EDI PYMNTS MANHEIM US,EFT,445
8/5/2025,Ach transf S PROVISIONS LLC,EFT,4813.38
8/5/2025,ZELLE PAYMENT TO RICHARD WHITE,TRANSFER,-580
8/5/2025,VISA J & J AFFORDABLE AUTO AURORA CO ON 08-04 8221,VISA,-75
8/6/2025,EF-68985 Expedited Freigh,EFT,80
8/6/2025,EF-69429 Expedited Freigh,EFT,150
8/6/2025,EDI PYMNTS MANHEIM US,EFT,200
8/6/2025,ZELLE PAYMENT TO RICHARD WHITE,TRANSFER,-145
8/6/2025,ZELLE PAYMENT TO RICHARD WHITE,TRANSFER,-275
8/6/2025,VISA E 470 EXPRESS TOLLS 303-5373470 CO ON 08-05 9160,VISA,-38.15
8/6/2025,VISA AUTOZONE 0827 AURORA CO ON 08-06 8221,VISA,-446.02
8/7/2025,EF-69595 Expedited Freigh,EFT,225
8/7/2025,EDI PYMNTS MANHEIM US,EFT,240
8/7/2025,EF-69274 Expedited Freigh,EFT,375
8/7/2025,Ach transf S PROVISIONS LLC,EFT,2899.39
8/7/2025,ZELLE PAYMENT TO RICHARD WHITE,TRANSFER,-1296.2
8/8/2025,EF-69808 Expedited Freigh,EFT,80
8/8/2025,EF-69611 Expedited Freigh,EFT,80
8/8/2025,EF-69610 Expedited Freigh,EFT,80
8/8/2025,A CARVANA,EFT,94.08
8/8/2025,A CARVANA,EFT,98.78
8/8/2025,A CARVANA,EFT,169.34
8/8/2025,ZELLE PAYMENT TO STEVEN MARTIN,TRANSFER,-1516.7
